#,Unnamed: 1
"""Местное время на мысе Канин Нос"";""T"";""Po"";""P"";""Pa"";""U"";""DD"";""Ff"";""ff10"";""ff3"";""N"";""WW"";""W1"";""W2"";""Tn"";""Tx"";""Cl"";""Nh"";""H"";""Cm"";""Ch"";""VV"";""Td"";""RRR"";""tR"";""E"";""Tg"";""E'"";""sss""",
"""17.04.2023 12:00"";""-3.0"";""765.3"";""769.9"";""0.3"";""96"";""Ветер, дующий с юго-юго-востока"";""4"";"""";"""";""Облаков нет."";""Туман или ледяной туман, небо видно, без заметного изменения интенсивности в течение последнего часа. "";""Туман или ледяной туман или сильная мгла."";""Облака покрывали половину неба или менее в течение всего соответствующего периода."";"""";"""";"""";"""";"""";"""";"""";""0.5"";""-3.5"";"""";"""";"""";"""";"""";""""",
"""17.04.2023 09:00"";""-4.4"";""765.0"";""769.6"";""0.0"";""96"";""Ветер, дующий с юго-юго-востока"";""5"";"""";"""";""Облаков нет."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";""-5.0"";"""";"""";"""";"""";"""";""""",
"""17.04.2023 06:00"";""-4.4"";""765.0"";""769.6"";""-0.3"";""96"";""Ветер, дующий с юга"";""3"";"""";"""";""Облаков нет."";"" "";"""";"""";""-5.3"";"""";"""";"""";"""";"""";"""";""20.0"";""-5.0"";""Осадков нет"";""12"";"""";"""";""Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью."";""68.0""",
"""17.04.2023 03:00"";""-3.5"";""765.3"";""769.9"";""-0.3"";""96"";""Ветер, дующий с юго-юго-востока"";""4"";"""";"""";""Облаков нет."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";""-4.0"";"""";"""";"""";"""";"""";""""",
"""17.04.2023 00:00"";""-2.3"";""765.6"";""770.2"";""-0.4"";""96"";""Ветер, дующий с юга"";""4"";"""";"""";""Облаков нет."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";""-2.9"";"""";"""";"""";"""";"""";""""",
"""16.04.2023 21:00"";""-1.8"";""766.0"";""770.7"";""-0.3"";""92"";""Ветер, дующий с юга"";""4"";"""";"""";""Облаков нет."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";""-2.9"";"""";"""";"""";"""";"""";""""",
"""16.04.2023 18:00"";""-0.1"";""766.3"";""770.8"";""-0.5"";""88"";""Ветер, дующий с юго-юго-запада"";""3"";"""";"""";""Облаков нет."";"" "";"""";"""";"""";""0.2"";"""";"""";"""";"""";"""";""20.0"";""-1.9"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""16.04.2023 15:00"";""0.0"";""766.8"";""771.4"";""-0.1"";""90"";""Ветер, дующий с юга"";""5"";"""";"""";""Облаков нет."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";""-1.5"";"""";"""";"""";"""";"""";""""",
"""16.04.2023 12:00"";""-0.7"";""766.9"";""771.5"";""0.0"";""90"";""Ветер, дующий с юго-юго-востока"";""6"";"""";"""";""Облаков нет."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";""-2.1"";"""";"""";"""";"""";"""";""""",
"""16.04.2023 09:00"";""-2.4"";""766.9"";""771.6"";""-0.5"";""91"";""Ветер, дующий с юга"";""4"";"""";""10"";""Облаков нет."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";""-3.7"";"""";"""";"""";"""";"""";""""",
"""16.04.2023 06:00"";""-3.4"";""767.4"";""772.0"";""-0.4"";""93"";""Ветер, дующий с юго-юго-востока"";""6"";"""";"""";""Облаков нет."";"" "";"""";"""";""-4.7"";"""";"""";"""";"""";"""";"""";""20.0"";""-4.4"";""Осадков нет"";""12"";"""";"""";""Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью."";""68.0""",
"""16.04.2023 03:00"";""-4.0"";""767.8"";""772.5"";""-0.4"";""93"";""Ветер, дующий с юго-юго-востока"";""6"";"""";"""";""Облаков нет."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";""-5.0"";"""";"""";"""";"""";"""";""""",
"""16.04.2023 00:00"";""-1.8"";""768.2"";""772.9"";""-0.5"";""90"";""Ветер, дующий с юга"";""3"";"""";"""";""Облаков нет."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";""-3.3"";"""";"""";"""";"""";"""";""""",
"""15.04.2023 21:00"";""-2.2"";""768.7"";""773.4"";""-0.5"";""94"";""Ветер, дующий с юга"";""4"";"""";"""";""Облаков нет."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";""-3.0"";"""";"""";"""";"""";"""";""""",
"""15.04.2023 18:00"";""-0.5"";""769.2"";""773.8"";""-0.6"";""95"";""Ветер, дующий с юга"";""4"";"""";"""";""20–30%."";"" "";"""";"""";"""";""0.9"";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""20–30%."";""2500 или более, или облаков нет."";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-1.2"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""15.04.2023 15:00"";""0.1"";""769.8"";""774.4"";""-0.1"";""95"";""Ветер, дующий с юго-юго-востока"";""4"";"""";"""";""70 – 80%."";""Состояние неба в общем не изменилось. "";""Туман или ледяной туман или сильная мгла."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""70 – 80%."";""2500 или более, или облаков нет."";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-0.6"";"""";"""";"""";"""";"""";""""",
"""15.04.2023 12:00"";""0.4"";""769.9"";""774.4"";""0.6"";""96"";""Ветер, дующий с юга"";""1"";"""";"""";""90  или более, но не 100%"";""Туман или ледяной туман. "";""Туман или ледяной туман или сильная мгла."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""90  или более, но не 100%"";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""10.0"";""-0.1"";"""";"""";"""";"""";"""";""""",
"""15.04.2023 09:00"";""0.1"";""769.3"";""773.9"";""0.6"";""98"";""Ветер, дующий с запада"";""1"";"""";"""";""100%."";""Туман или ледяной туман, небо видно, без заметного изменения интенсивности в течение последнего часа. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""600-1000"";"""";"""";""0.5"";""-0.2"";"""";"""";"""";"""";"""";""""",
"""15.04.2023 06:00"";""-0.5"";""768.7"";""773.2"";""0.8"";""99"";""Ветер, дующий с западо-северо-запада"";""2"";"""";"""";""100%."";""Состояние неба в общем не изменилось. "";""Ливень (ливни)."";""Облака покрывали более половины неба в течение всего соответствующего периода."";""-0.5"";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""600-1000"";"""";"""";""20.0"";""-0.7"";""0.1"";""12"";"""";"""";""Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью."";""69.0""",
"""15.04.2023 03:00"";""-0.1"";""767.9"";""772.6"";""0.3"";""94"";""Ветер, дующий с западо-северо-запада"";""4"";"""";"""";""100%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""600-1000"";"""";"""";""20.0"";""-1.0"";"""";"""";"""";"""";"""";""""",
"""15.04.2023 00:00"";""0.1"";""767.6"";""772.2"";""-0.1"";""90"";""Ветер, дующий с западо-северо-запада"";""3"";"""";"""";""100%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""100%."";""600-1000"";"""";"""";""20.0"";""-1.3"";"""";"""";"""";"""";"""";""""",
